wavelength,counts
643.97,723.46
644.31,730.48
644.66,719.95
645.00,734.69
645.34,745.46
645.69,756.93
646.03,755.29
646.37,748.27
646.72,728.37
647.06,762.08
647.40,748.74
647.74,778.70
648.09,782.68
648.43,799.76
648.77,832.06
649.11,825.27
649.46,847.98
649.80,842.59
650.14,870.91
650.48,858.51
650.83,878.87
651.17,887.06
651.51,896.43
651.85,885.66
652.20,881.68
652.54,866.23
652.88,861.32
653.22,829.25
653.57,842.59
653.91,837.68
654.25,850.32
654.59,851.02
654.93,828.78
655.27,849.85
655.62,848.68
655.96,848.21
656.30,866.23
656.64,873.49
656.98,884.49
657.33,910.00
657.67,922.41
658.01,902.51
658.35,938.09
658.69,949.32
659.03,959.85
659.37,969.92
659.72,955.17
660.06,944.17
660.40,951.43
660.74,947.21
661.08,938.79
661.42,954.00
661.76,965.47
662.10,975.77
662.44,1002.69
662.79,1031.01
663.13,1061.43
663.47,1073.84
663.81,1085.31
664.15,1097.48
664.49,1119.95
664.83,1145.69
665.17,1165.59
665.51,1170.03
665.85,1169.57
666.19,1187.59
666.53,1180.10
666.87,1185.48
667.21,1211.70
667.55,1211.46
667.89,1230.19
668.23,1229.48
668.57,1216.61
668.91,1179.40
669.26,1197.89
669.60,1161.61
669.94,1176.35
670.28,1134.93
670.62,1101.46
670.96,1094.43
671.29,1061.90
671.63,1057.69
671.97,1043.18
672.31,1024.92
672.65,996.83
672.99,990.51
673.33,1012.05
673.67,977.17
674.01,933.64
674.35,931.30
674.69,915.38
675.03,903.21
675.37,913.75
675.71,948.15
676.05,941.60
676.39,1012.05
676.73,1044.58
677.07,1060.03
677.41,1089.75
677.74,1084.84
678.08,1100.75
678.42,1080.16
678.76,1028.20
679.10,995.66
679.44,918.89
679.78,905.55
680.12,861.32
680.46,835.57
680.79,824.10
681.13,802.10
681.47,785.48
681.81,791.57
682.15,813.34
682.49,770.74
682.83,749.44
683.16,771.91
683.50,766.53
683.84,775.42
684.18,765.82
684.52,767.46
684.85,768.16
685.19,748.74
685.53,759.74
685.87,744.29
686.21,750.84
686.55,748.74
686.88,746.40
687.22,738.44
687.56,759.50
687.90,747.80
688.23,715.03
688.57,734.69
688.91,752.72
689.25,737.97
689.58,737.03
689.92,743.12
690.26,756.70
690.60,722.99
690.93,753.65
691.27,734.46
691.61,735.86
691.95,720.18
692.28,739.38
692.62,742.89
692.96,732.35
693.29,746.16
693.63,740.08
693.97,734.69
694.31,725.10
694.64,707.31
694.98,720.65
695.32,759.74
695.65,738.67
695.99,737.03
696.33,735.16
696.66,715.97
697.00,756.23
697.34,716.67
697.67,726.97
698.01,735.40
698.35,730.72
698.68,728.61
699.02,728.14
699.35,727.20
699.69,739.84
700.03,725.10
700.36,720.65
700.70,740.08
701.04,712.46
701.37,719.95
701.71,736.10
702.04,720.18
702.38,734.69
702.72,726.03
703.05,739.38
703.39,719.95
703.72,707.08
704.06,731.18
704.39,725.10
704.73,728.14
705.07,733.99
705.40,749.91
705.74,708.71
706.07,718.31
706.41,717.84
706.74,733.52
707.08,726.50
707.41,750.38
707.75,715.50
708.08,704.03
708.42,729.08
708.75,734.69
709.09,740.08
709.42,728.14
709.76,734.46
710.09,708.48
710.43,725.57
710.76,717.14
711.10,726.50
711.43,729.78
711.77,738.20
712.10,735.16
712.44,731.18
712.77,728.84
713.11,726.27
713.44,730.48
713.77,708.25
714.11,733.29
714.44,726.50
714.78,720.89
715.11,733.52
715.45,720.89
715.78,724.63
716.11,727.67
716.45,697.01
716.78,719.71
717.12,721.12
717.45,717.61
717.78,713.16
718.12,711.52
718.45,734.69
718.78,722.52
719.12,719.01
719.45,688.12
719.79,721.59
720.12,724.16
720.45,718.31
720.79,706.14
721.12,715.97
721.45,711.76
721.79,723.46
722.12,709.18
722.45,704.97
722.79,725.80
723.12,721.12
723.45,708.71
723.79,731.42
724.12,718.08
724.45,716.67
724.78,733.99
725.12,718.78
725.45,724.86
725.78,722.52
726.12,721.35
726.45,711.29
726.78,728.37
727.11,728.84
727.45,717.84
727.78,714.33
728.11,707.31
728.44,711.05
728.78,718.31
729.11,717.61
729.44,721.35
729.77,718.54
730.11,716.91
730.44,737.50
730.77,721.35
731.10,736.33
731.43,724.86
731.77,723.69
732.10,709.18
732.43,718.08
732.76,725.10
733.09,718.78
733.43,732.12
733.76,720.65
734.09,719.01
734.42,719.48
734.75,715.50
735.08,763.48
735.42,735.16
735.75,733.99
736.08,727.91
736.41,737.74
736.74,733.06
737.07,725.80
737.40,740.55
737.73,730.95
738.07,751.78
738.40,764.42
738.73,755.99
739.06,737.97
739.39,749.67
739.72,741.01
740.05,742.89
740.38,736.10
740.71,737.74
741.04,750.84
741.38,730.48
741.71,751.55
742.04,768.87
742.37,745.93
742.70,752.48
743.03,769.80
743.36,768.63
743.69,747.80
744.02,760.67
744.35,747.33
744.68,773.08
745.01,763.72
745.34,764.89
745.67,763.48
746.00,767.46
746.33,799.29
746.66,798.12
746.99,785.25
747.32,794.85
747.65,771.44
747.98,795.55
748.31,797.89
748.64,792.51
748.97,786.89
749.30,815.91
749.63,817.32
749.96,820.83
750.29,816.61
750.62,839.32
750.95,820.12
751.28,837.68
751.60,842.12
751.93,864.13
752.26,868.10
752.59,876.53
752.92,919.13
753.25,894.55
753.58,927.79
753.91,938.79
754.24,949.56
754.57,930.13
754.90,913.51
755.22,918.43
755.55,930.60
755.88,924.28
756.21,909.30
756.54,881.21
756.87,881.21
757.20,864.13
757.52,842.36
757.85,847.98
758.18,850.55
758.51,827.61
758.84,815.91
759.17,816.38
759.49,839.08
759.82,820.83
760.15,831.12
760.48,866.70
760.81,837.68
761.14,825.27
761.46,828.08
761.79,808.19
762.12,803.51
762.45,798.12
762.77,797.19
763.10,777.29
763.43,781.04
763.76,774.72
764.09,768.40
764.41,778.70
764.74,770.27
765.07,757.87
765.39,775.89
765.72,765.36
766.05,764.18
766.38,797.42
766.70,756.93
767.03,755.99
767.36,755.06
767.69,763.72
768.01,751.08
768.34,761.14
768.67,758.57
768.99,779.63
769.32,759.74
769.65,771.67
769.97,765.12
770.30,755.06
770.63,758.33
770.95,762.78
771.28,773.31
771.61,780.10
771.93,768.87
772.26,744.99
772.59,756.46
772.91,775.19
773.24,752.48
773.57,739.61
773.89,743.35
774.22,750.14
774.54,748.50
774.87,737.74
775.20,740.31
775.52,737.50
775.85,717.84
776.17,736.33
776.50,740.31
776.83,738.67
777.15,735.63
777.48,731.89
777.80,737.74
778.13,727.44
778.45,735.16
778.78,729.78
779.10,732.59
779.43,712.69
779.76,723.69
780.08,716.20
780.41,741.01
780.73,737.74
781.06,726.74
781.38,727.67
781.71,728.61
782.03,732.12
782.36,725.80
782.68,722.29
783.01,716.67
783.33,724.63
783.66,717.37
783.98,733.99
784.31,735.86
784.63,704.27
784.95,725.57
785.28,723.69
785.60,740.31
785.93,729.31
786.25,722.52
786.58,719.95
786.90,734.23
787.23,716.44
787.55,741.48
787.87,728.61
788.20,716.44
788.52,722.29
788.85,748.50
789.17,718.78
789.49,721.82
789.82,725.57
790.14,710.82
790.47,727.44
790.79,713.40
791.11,710.35
791.44,730.95
791.76,696.78
792.09,707.08
792.41,727.20
792.73,731.42
793.06,741.01
793.38,710.35
793.70,724.16
794.03,733.76
794.35,694.91
794.67,710.82
795.00,727.91
795.32,718.08
795.64,714.57
795.96,737.27
796.29,724.16
796.61,733.99
796.93,721.82
797.26,711.52
797.58,722.29
797.90,713.63
798.22,709.65
798.55,722.76
798.87,724.40
799.19,717.84
799.52,718.08
799.84,708.48
800.16,698.65
800.48,727.91
800.80,716.91
801.13,725.10
801.45,716.44
801.77,720.42
802.09,728.14
802.42,712.93
802.74,718.31
803.06,715.50
803.38,706.61
803.70,716.67
804.03,711.29
804.35,712.46
804.67,716.20
804.99,739.84
805.31,719.48
805.63,710.35
805.96,723.93
806.28,724.40
806.60,740.31
806.92,721.59
807.24,709.88
807.56,704.50
807.88,704.27
808.21,717.61
808.53,701.22
808.85,723.69
809.17,726.27
809.49,720.65
809.81,735.16
810.13,731.89
810.45,716.44
810.77,737.03
811.10,699.59
811.42,730.25
811.74,729.78
812.06,712.69
812.38,719.01
812.70,721.35
813.02,713.86
813.34,727.20
813.66,727.91
813.98,717.37
814.30,716.20
814.62,707.08
814.94,708.71
815.26,710.12
815.58,730.48
815.90,733.76
816.22,721.12
816.54,711.99
816.86,729.31
817.18,700.99
817.50,728.84
817.82,701.46
818.14,725.57
818.46,719.95
818.78,698.42
819.10,704.03
819.42,722.06
819.74,705.44
820.06,699.59
820.38,699.82
820.70,723.46
821.02,721.35
821.34,717.61
821.66,720.89
821.98,732.12
822.29,737.27
822.61,718.54
822.93,705.20
823.25,733.06
823.57,712.69
823.89,728.14
824.21,732.82
824.53,730.25
824.85,729.08
825.17,709.88
825.48,707.31
825.80,723.46
826.12,730.72
826.44,719.01
826.76,723.23
827.08,734.93
827.40,717.37
827.71,737.97
828.03,723.46
828.35,718.31
828.67,747.10
828.99,726.27
829.30,703.57
829.62,735.40
829.94,713.16
830.26,708.01
830.58,715.50
830.89,729.78
831.21,709.18
831.53,729.31
831.85,728.84
832.17,733.52
832.48,725.33
832.80,727.67
833.12,718.78
833.44,734.46
833.75,719.71
834.07,723.93
834.39,733.99
834.71,715.03
835.02,728.84
835.34,743.59
835.66,726.97
835.97,708.25
836.29,735.86
836.61,713.16
836.93,742.18
837.24,721.59
837.56,739.84
837.88,747.10
838.19,734.93
838.51,742.18
838.83,738.91
839.14,712.23
839.46,750.14
839.78,747.80
840.09,748.74
840.41,740.78
840.73,763.72
841.04,757.63
841.36,737.27
841.67,741.48
841.99,754.82
842.31,754.82
842.62,755.52
842.94,744.99
843.25,758.10
843.57,748.74
843.89,743.82
844.20,758.80
844.52,738.91
844.83,742.89
845.15,736.57
845.47,750.61
845.78,740.08
846.10,747.10
846.41,749.67
846.73,740.08
847.04,744.99
847.36,744.52
847.67,743.82
847.99,761.14
848.30,736.57
848.62,738.67
848.93,738.67
849.25,767.46
849.56,754.59
849.88,733.76
850.19,741.25
850.51,751.08
850.82,726.27
851.14,709.42
851.45,748.04
851.77,749.21
852.08,738.20
852.40,740.78
852.71,746.86
853.03,734.46
853.34,731.18
853.66,754.82
853.97,728.14
854.28,738.44
854.60,706.84
854.91,727.20
855.23,710.59
855.54,748.74
855.86,740.08
856.17,725.10
856.48,747.33
856.80,721.82
857.11,718.08
857.42,730.95
857.74,702.16
858.05,719.01
858.37,728.61
858.68,724.63
858.99,728.14
859.31,718.78
859.62,747.80
859.93,741.72
860.25,724.16
860.56,720.18
860.87,716.67
861.19,716.20
861.50,717.14
861.81,739.14
862.13,747.33
862.44,718.08
862.75,728.61
863.07,736.57
863.38,727.44
863.69,725.10
864.00,728.61
864.32,707.31
864.63,726.50
864.94,714.33
865.25,709.18
865.57,724.16
865.88,727.20
866.19,733.29
866.50,723.69
866.82,732.35
867.13,712.69
867.44,733.29
867.75,704.27
868.07,729.78
868.38,728.37
868.69,734.46
869.00,710.12
869.31,725.33
869.63,730.01
869.94,739.84
870.25,716.67
870.56,720.18
870.87,724.40
871.18,728.84
871.50,737.97
871.81,718.08
872.12,720.65
872.43,700.76
872.74,712.69
873.05,712.93
873.36,704.03
873.68,720.18
873.99,725.80
874.30,729.54
874.61,722.06
874.92,723.93
875.23,715.03
875.54,714.80
875.85,732.82
876.16,713.40
876.47,727.44
876.79,733.99
877.10,720.18
877.41,713.86
877.72,719.01
878.03,720.18
878.34,705.44
878.65,721.35
878.96,719.25
879.27,694.67
879.58,713.63
879.89,714.33
880.20,709.18
880.51,712.23
880.82,709.18
881.13,717.61
881.44,721.12
881.75,718.54
882.06,716.91
882.37,719.48
882.68,725.80
882.99,720.65
883.30,719.95
883.61,723.23
883.92,710.59
884.23,713.63
884.54,701.69
884.85,730.48
885.16,719.95
885.47,706.37
885.78,706.84
886.09,722.29
886.40,719.95
886.70,715.74
887.01,726.27
887.32,701.69
887.63,710.35
887.94,702.16
888.25,705.44
888.56,725.10
888.87,719.71
889.18,716.91
889.48,716.67
889.79,709.65
890.10,713.16
890.41,731.89
890.72,687.42
891.03,736.33
891.34,704.74
891.64,726.27
891.95,730.01
892.26,732.35
892.57,723.46
892.88,720.18
893.19,723.69
893.49,723.69
893.80,706.61
894.11,734.93
894.42,714.33
894.73,702.39
895.03,726.74
895.34,719.71
895.65,722.06
895.96,721.59
896.26,723.69
896.57,719.71
896.88,717.14
897.19,734.46
897.49,714.10
897.80,733.06
898.11,722.29
898.42,717.37
898.72,701.69
899.03,716.91
899.34,720.89
899.64,729.08
899.95,715.27
900.26,721.82
900.57,726.74
900.87,727.20
901.18,711.99
901.49,714.57
901.79,730.95
902.10,727.44
902.41,722.29
902.71,745.69
903.02,714.10
903.33,728.14
903.63,736.80
903.94,732.59
904.24,720.65
904.55,710.12
904.86,720.42
905.16,708.71
905.47,713.86
905.78,716.44
906.08,714.57
906.39,719.01
906.69,719.95
907.00,719.71
907.31,719.25
907.61,728.61
907.92,709.88
908.22,733.06
908.53,719.01
908.83,719.71
909.14,728.37
909.44,714.33
909.75,724.16
910.06,719.71
910.36,706.61
910.67,718.54
910.97,743.35
911.28,739.84
911.58,701.69
911.89,705.91
912.19,721.35
912.50,720.65
912.80,716.67
913.11,709.88
913.41,717.61
913.72,729.54
914.02,705.91
914.32,735.16
914.63,707.54
914.93,701.22
915.24,711.99
915.54,730.01
915.85,711.76
916.15,731.42
916.46,708.95
916.76,705.20
917.06,725.33
917.37,716.67
917.67,738.20
917.98,718.08
918.28,727.91
918.58,733.76
918.89,707.54
919.19,722.76
919.50,705.44
919.80,725.57
920.10,706.61
920.41,722.99
920.71,728.61
921.01,720.18
921.32,704.03
921.62,731.65
921.92,729.08
922.23,732.12
